net,length_um
_13583_,130.44
_13123_,130.395
_14693_,130.28
core.data_in_reg\[492\],130.17
_09854_,130.09
core.data_in_reg\[398\],130.06
data_out6_reg\[25\],130.025
_18340_,130
core.data_in_reg\[395\],129.94
core.data_in_reg\[255\],129.84
_08056_,129.82
_18531_,129.76
_18385_,129.68
core.data_out\[226\],129.64
_09602_,129.6
core.block1_ctr_reg\[17\],129.56
core.iv0_reg\[25\],129.52
_07120_,129.43
core.data_in_reg\[219\],129.42
_10828_,129.375
data_out0_reg\[21\],129.34
core.x8_reg\[0\],129.33
data_out10_reg\[30\],129.3
net2428,129.26
_06272_,129.22
_06818_,129.22
_11687_,129.2
core.data_in_reg\[103\],129.16
_06275_,129.08
_11772_,129.02
core.data_in_reg\[496\],129.02
_07121_,128.98
core.key7_reg\[13\],128.94
core.key\[124\],128.88
_05341_,128.86
data_out6_reg\[26\],128.765
core.state5_reg\[10\],128.72
core.iv1_reg\[21\],128.64
net2855,128.5
_09496_,128.46
_10985_,128.46
_05960_,128.3
_14073_,128.3
_19347_,128.3
core.x11_reg\[0\],128.3
net2625,128.16
_12284_,128.14
net3117,128.04
_16087_,128.02
_07497_,127.92
_12358_,127.9
_15147_,127.88
_11919_,127.82
net826,127.82
_11792_,127.78
core.key\[213\],127.74
_13481_,127.68
_11079_,127.66
core.iv1_reg\[22\],127.66
_13053_,127.54
core.key\[202\],127.54
_17367_,127.46
_06937_,127.36
_11681_,127.34
_17716_,127.16
data_out10_reg\[27\],127.16
net711,127.15
_14141_,127.08
core.key3_reg\[18\],127.08
core.key\[23\],127.04
_18675_,127
net4438,126.98
_10826_,126.94
_16071_,126.88
_06211_,126.84
data_out10_reg\[16\],126.84
data_out3_reg\[8\],126.84
_11145_,126.79
_14494_,126.79
_17723_,126.78
_14812_,126.72
core.data_in_reg\[399\],126.72
_06926_,126.7
_09804_,126.7
core.x8_reg\[11\],126.66
net2135,126.6
_10688_,126.5
_17497_,126.5
core.x8_reg\[13\],126.42
_07723_,126.34
_18274_,126.34
net3644,126.33
_17697_,126.28
data_out7_reg\[30\],126.26
net2841,126.195
net2551,126.18
_06962_,126.12
_17893_,126.06
_10767_,126.04
net3425,126.04
_05714_,126
_11831_,125.95
_14115_,125.9
_14894_,125.8
core.qr0.y0\[3\],125.68
core.block1_ctr_reg\[9\],125.665
_17392_,125.52
_09776_,125.4
_10103_,125.38
core.key\[86\],125.34
_08334_,125.32
_13185_,125.28
_18384_,125.22
net250,125.18
_05035_,125.14
net2332,125.14
_14153_,125.12
_15788_,125
core.data_in_reg\[190\],124.97
_13046_,124.96
net2813,124.9
core.key3_reg\[15\],124.86
_10762_,124.84
_17695_,124.82
_12150_,124.72
core.key\[22\],124.72
_18552_,124.69
_11869_,124.6
_12651_,124.465
_03967_,124.44
data_out6_reg\[22\],124.425
_06548_,124.4
_08797_,124.26
_18025_,124.12
_11236_,124.02
core.data_in_reg\[397\],124.02
_07536_,123.95
_16219_,123.94
core.qr2.y0\[26\],123.94
data_out10_reg\[8\],123.94
_07256_,123.9
_09766_,123.88
_12884_,123.855
core.data_in_reg\[188\],123.78
_18273_,123.615
core.state12_reg\[25\],123.58
_18591_,123.56
core.x8_reg\[15\],123.56
_05838_,123.5
_10566_,123.4
_18399_,123.38
core.key3_reg\[14\],123.36
core.data_out\[136\],123.2
net3081,123.18
core.data_out\[480\],123.16
_09499_,123.14
_13363_,123.12
_10766_,123.1
core.key\[192\],123.1
data_out0_reg\[22\],122.9
_18207_,122.875
_17607_,122.86
_06263_,122.82
_17217_,122.8
_18663_,122.78
core.key\[109\],122.68
_06483_,122.63
_13982_,122.62
core.data_in_reg\[345\],122.53
_06173_,122.52
_18459_,122.48
_12672_,122.46
core.data_in_reg\[498\],122.46
core.data_in_reg\[62\],122.46
_12352_,122.44
_11712_,122.34
_18480_,122.32
core.iv1_reg\[19\],122.3
core.key2_reg\[3\],122.18
core.x8_reg\[17\],122.14
_11613_,122.1
core.key\[253\],122.1
_09175_,122.06
core.qr3.y0\[30\],122.06
data_out6_reg\[1\],121.78
net1765,121.72
_18511_,121.7
core.data_in_reg\[112\],121.7
_10445_,121.68
core.data_in_reg\[34\],121.64
_06842_,121.56
_14136_,121.54
_17735_,121.54
_14169_,121.46
net543,121.27
core.data_in_reg\[390\],121.26
_15062_,121.22
_10995_,121.2
core.key5_reg\[12\],121.2
_14114_,121.18
_07272_,121.16
data_out7_reg\[1\],121.095
_16736_,121.08
data_out6_reg\[31\],121.005
_10793_,120.875
core.qr2.y0\[17\],120.86
_16716_,120.78
data_out7_reg\[23\],120.76
core.data_in_reg\[329\],120.72
core.key\[255\],120.68
_18400_,120.66
_16250_,120.62
core.data_in_reg\[187\],120.62
net3052,120.62
_17821_,120.6
_13609_,120.56
_15976_,120.48
core.data_in_reg\[401\],120.48
_17282_,120.32
_13711_,120.275
core.data_out\[255\],120.24
_18825_,120.14
core.state6_reg\[30\],120.09
core.key\[125\],120.08
_14129_,120.04
core.data_in_reg\[310\],120
data_out6_reg\[24\],119.98
_07305_,119.96
_19743_,119.96
_14562_,119.92
core.data_in_reg\[497\],119.92
_10648_,119.9
_17209_,119.88
_07712_,119.84
_05222_,119.8
core.key\[164\],119.71
core.data_in_reg\[369\],119.7
core.data_in_reg\[35\],119.64
_17354_,119.635
_18631_,119.58
_08259_,119.56
clknet_leaf_170_clk,119.52
_06694_,119.44
_18369_,119.4
net2766,119.4
_11821_,119.38
_12246_,119.36
_16094_,119.3
_13105_,119.28
core.block0_ctr_reg\[31\],119.28
clknet_leaf_493_clk,119.26
core.data_out\[481\],119.24
_10831_,119.15
core.data_in_reg\[32\],119.06
net3356,119.04
_19836_,118.96
_15874_,118.94
net3371,118.94
_13357_,118.9
data_out7_reg\[13\],118.82
_09413_,118.7
core.data_in_reg\[189\],118.7
_05914_,118.66
core.qr0.y0\[19\],118.6
core.data_in_reg\[321\],118.48
core.key\[119\],118.46
_12431_,118.42
net2593,118.42
core.qr1.y0\[27\],118.34
_10498_,118.32
_10791_,118.32
core.data_out\[245\],118.24
core.x8_reg\[2\],118.22
core.data_in_reg\[246\],118.18
_14039_,118.1
core.key\[212\],118.1
_06636_,118
net2210,117.94
core.data_out\[246\],117.9
_15142_,117.86
_18570_,117.82
_05486_,117.8
net4095,117.72
data_out7_reg\[25\],117.695
_07845_,117.66
core.block1_ctr_reg\[24\],117.56
net2615,117.445
_17691_,117.32
_06476_,117.18
net1634,117.16
_10518_,117.12
_13682_,116.96
_16401_,116.88
_12062_,116.84
core.key\[154\],116.82
core.qr2.y0\[7\],116.76
_11068_,116.74
net834,116.68
_18775_,116.54
_13715_,116.48
net2782,116.44
data_out7_reg\[12\],116.42
_11926_,116.4
data_out0_reg\[18\],116.36
_08422_,116.31
_07883_,116.3
_11935_,116.3
_18368_,116.12
net2806,116.12
_12879_,116.1
core.data_in_reg\[320\],116.02
_06798_,115.92
_12654_,115.8
core.state6_reg\[29\],115.78
_13052_,115.72
core.data_out\[243\],115.72
data_out6_reg\[12\],115.705
clknet_leaf_12_clk,115.66
core.key\[29\],115.64
_10071_,115.59
_11864_,115.52
_17077_,115.42
clknet_leaf_747_clk,115.42
_09840_,115.38
_12612_,115.32
_18217_,115.32
net2713,115.3
core.key\[98\],115.28
_12026_,115.26
net2598,115.255
_06279_,115.24
_14158_,115.24
_11708_,115.22
_13889_,115.22
core.qr3.y0\[28\],115.2
net2172,115.2
_06350_,115.16
_09933_,115.14
_06991_,115.11
core.data_in_reg\[285\],115.08
_06553_,115.04
_09815_,115.04
_17159_,115.03
net2178,114.98
_13094_,114.94
_16271_,114.84
_18141_,114.82
_15926_,114.8
_16002_,114.8
core.key\[20\],114.74
_10068_,114.58
_13091_,114.54
_06282_,114.52
core.data_in_reg\[33\],114.48
core.key3_reg\[22\],114.42
core.key\[99\],114.4
_06408_,114.38
_13848_,114.325
_10078_,114.32
_07012_,114.3
_15991_,114.3
net3322,114.26
_11932_,114.18
_18220_,114.14
_18782_,114.14
_18599_,114.12
data_out0_reg\[31\],114.1
_06353_,114.06
_05390_,114.04
core.data_in_reg\[286\],114.02
net2687,113.96
_13360_,113.88
_06847_,113.8
_10541_,113.66
core.iv1_reg\[17\],113.64
_07591_,113.63
_08421_,113.62
_10561_,113.62
_13050_,113.54
core.state6_reg\[28\],113.52
_13087_,113.42
_15190_,113.42
_13302_,113.39
data_out3_reg\[7\],113.26
data_out7_reg\[31\],113.21
core.data_in_reg\[48\],113.18
net3967,113.18
_09075_,113.16
_16498_,113.16
core.data_in_reg\[186\],113.15
clknet_leaf_472_clk,113.12
core.key\[203\],112.96
net2111,112.94
_18789_,112.885
net3337,112.88
_05648_,112.84
_18616_,112.84
core.data_in_reg\[4\],112.82
_15185_,112.78
data_out7_reg\[3\],112.775
core.key\[161\],112.68
core.key\[155\],112.675
_12563_,112.66
net509,112.66
_06221_,112.64
_15858_,112.62
core.key\[246\],112.62
_18345_,112.48
_07092_,112.44
_06565_,112.4
_07105_,112.36
clknet_leaf_714_clk,112.28
_07939_,112.27
core.data_in_reg\[102\],112.2
core.data_in_reg\[144\],112.2
_14381_,112.09
clknet_leaf_557_clk,112.04
net3521,112.04
_19784_,112.015
core.data_in_reg\[231\],111.98
_18333_,111.94
_07372_,111.91
_19068_,111.82
_07542_,111.78
_06179_,111.74
_12457_,111.74
core.x8_reg\[12\],111.7
_13058_,111.66
_07000_,111.62
_18323_,111.6
core.data_in_reg\[49\],111.6
_18022_,111.58
_13887_,111.56
core.key\[117\],111.54
net2674,111.5
_10860_,111.42
_18607_,111.38
_03916_,111.34
core.block0_ctr_reg\[13\],111.34
core.data_in_reg\[308\],111.32
_13443_,111.28
_07381_,111.26
net3259,111.26
_13352_,111.2
_18699_,111.1
_11929_,111.08
_13612_,111.02
_16754_,111
_15494_,110.935
core.data_in_reg\[232\],110.86
_06667_,110.84
_04475_,110.76
core.key\[165\],110.7
core.data_out\[228\],110.68
core.data_out\[247\],110.66
_10017_,110.64
core.data_in_reg\[306\],110.64
_14665_,110.62
core.data_in_reg\[259\],110.62
_05748_,110.59
core.data_in_reg\[433\],110.58
core.data_in_reg\[315\],110.56
_12488_,110.475
net596,110.46
_15925_,110.4
_07494_,110.39
_06187_,110.34
core.key\[31\],110.22
core.data_in_reg\[313\],110.2
_12177_,110.18
core.data_in_reg\[405\],110.15
_14134_,110.1
clknet_leaf_748_clk,110.045
_10058_,110.02
_16359_,109.94
core.key2_reg\[19\],109.76
core.key\[156\],109.755
_13647_,109.72
_16441_,109.72
_12855_,109.71
_10489_,109.66
_15571_,109.62
_11617_,109.56
_16234_,109.56
_10579_,109.42
_12426_,109.32
_11843_,109.315
_17564_,109.28
net3299,109.28
_12299_,109.22
clknet_leaf_656_clk,109.16
_16653_,109.14
_18125_,109.14
_03922_,109.12
core.data_in_reg\[230\],109.08
net3218,109.08
_08277_,109.04
net2818,108.98
_13543_,108.96
net2235,108.96
_18496_,108.945
data_out9_reg\[23\],108.9
data_out7_reg\[27\],108.8
core.data_in_reg\[261\],108.79
core.data_in_reg\[233\],108.78
_17549_,108.775
_13503_,108.77
_08011_,108.76
core.key\[97\],108.76
_10220_,108.7
_16624_,108.68
_18305_,108.625
core.data_out\[242\],108.56
_11850_,108.52
_13580_,108.5
data_out7_reg\[9\],108.46
_04893_,108.38
_10485_,108.32
core.qr2.y0\[23\],108.32
_05544_,108.31
_10104_,108.28
data_out10_reg\[28\],108.24
_10830_,108.1
_15134_,107.96
_16554_,107.96
_18420_,107.92
net405,107.9
core.key\[114\],107.82
core.key3_reg\[21\],107.72
net3171,107.705
core.key\[197\],107.7
_12786_,107.62
core.data_in_reg\[495\],107.58
_06956_,107.53
_13242_,107.46
_18774_,107.42
_18347_,107.38
_12432_,107.28
_18917_,107.235
_13100_,107.12
_13399_,107.12
_12996_,107.06
_17010_,107.055
core.key\[211\],107
_05152_,106.98
_12393_,106.98
clknet_leaf_6_clk,106.96
_09253_,106.9
_17342_,106.9
clknet_leaf_279_clk,106.88
_10797_,106.78
_18769_,106.72
data_out6_reg\[27\],106.615
_09079_,106.58
_11099_,106.54
_18441_,106.54
net3680,106.535
_10538_,106.51
net280,106.5
core.data_out\[440\],106.46
_12644_,106.4
_17297_,106.4
_16584_,106.36
_18215_,106.14
_13685_,106.1
_15336_,106.1
core.key\[18\],106.1
_11894_,106.095
_14448_,106.08
_16141_,106.08
core.qr2.y0\[20\],106.06
_12090_,106.015
_07108_,105.97
_09065_,105.92
data_out6_reg\[30\],105.865
_18334_,105.86
_18788_,105.84
core.state12_reg\[17\],105.75
_06827_,105.68
core.key\[227\],105.67
net2395,105.62
_14338_,105.56
core.data_in_reg\[241\],105.535
_05940_,105.5
_09806_,105.48
_17378_,105.48
clknet_leaf_481_clk,105.48
_18408_,105.4
core.data_in_reg\[44\],105.38
data_out6_reg\[28\],105.36
_10729_,105.34
_05349_,105.325
_06486_,105.3
data_out6_reg\[0\],105.245
_13047_,105.2
core.data_in_reg\[247\],105.2
clknet_leaf_344_clk,105.2
_13198_,105.18
core.iv1_reg\[18\],105.16
_06614_,105.14
net4168,105.14
_04303_,105.1
_13407_,105.03
_08223_,104.92
_10553_,104.92
core.data_in_reg\[342\],104.92
_03773_,104.82
_14196_,104.82
clknet_leaf_226_clk,104.8
_10529_,104.78
core.data_in_reg\[66\],104.76
_06550_,104.72
core.block0_ctr_reg\[10\],104.72
clknet_leaf_571_clk,104.715
_14163_,104.68
clknet_leaf_575_clk,104.68
core.data_in_reg\[50\],104.66
core.data_in_reg\[28\],104.62
_17520_,104.54
_08333_,104.52
net2678,104.52
_07180_,104.48
_12205_,104.47
_17386_,104.47
_15998_,104.465
_14012_,104.42
clknet_leaf_444_clk,104.4
_18065_,104.35
_06423_,104.32
_12155_,104.32
core.x8_reg\[3\],104.32
_16789_,104.31
net3399,104.28
_15723_,104.22
net2737,104.2
_13043_,104.19
_11166_,104.14
_16715_,104.12
_06196_,104.1
_12382_,104.08
core.key\[152\],104.035
_18260_,103.98
_12760_,103.92
_18796_,103.92
data_out0_reg\[2\],103.915
_13097_,103.88
clknet_leaf_62_clk,103.84
_13472_,103.8
_11922_,103.78
core.key\[116\],103.78
_19717_,103.74
clknet_leaf_549_clk,103.74
_17173_,103.72
core.data_in\[382\],103.7
_05644_,103.68
_10914_,103.66
_16881_,103.63
_06631_,103.62
_07915_,103.62
data_out0_reg\[4\],103.565
_17534_,103.56
_13600_,103.46
_18206_,103.45
_17261_,103.44
clknet_leaf_709_clk,103.4
core.data_in_reg\[114\],103.38
_08885_,103.36
core.qr2.y0\[2\],103.36
_04821_,103.3
net537,103.28
clknet_leaf_662_clk,103.16
core.key\[225\],103.14
_10871_,103.095
core.data_out\[31\],103.02
_13567_,102.98
core.state6_reg\[5\],102.96
clknet_leaf_350_clk,102.94
data_out6_reg\[11\],102.905
_08675_,102.86
net2845,102.84
net4891,102.76
_07149_,102.75
_04426_,102.74
core.data_in_reg\[330\],102.74
core.key3_reg\[23\],102.7
clknet_leaf_521_clk,102.68
clknet_leaf_352_clk,102.64
_11144_,102.62
clknet_leaf_624_clk,102.61
_17802_,102.56
_03979_,102.52
core.key\[247\],102.435
_12447_,102.42
clknet_leaf_745_clk,102.38
core.key\[115\],102.34
_03937_,102.33
_06182_,102.32
_04721_,102.3
_18309_,102.3
_17703_,102.28
net3512,102.28
core.key2_reg\[27\],102.26
_04888_,102.22
_06363_,102.18
clknet_leaf_611_clk,102.16
core.data_in_reg\[288\],102.14
net2523,102.14
_13366_,102.12
_19564_,102.1
_08977_,102.09
_03919_,102.08
_18955_,102.04
_12475_,101.98
clknet_leaf_264_clk,101.98
clknet_leaf_356_clk,101.94
_11782_,101.9
_15244_,101.9
net238,101.9
_06784_,101.88
_18820_,101.88
core.key2_reg\[30\],101.86
data_out7_reg\[8\],101.83
_10536_,101.81
_07310_,101.76
_13566_,101.64
_05416_,101.62
_18429_,101.56
net2619,101.52
net2919,101.52
clknet_leaf_173_clk,101.48
core.qr0.y0\[11\],101.46
_18126_,101.455
_17228_,101.42
core.block1_ctr_reg\[8\],101.42
_13687_,101.38
net2553,101.38
_17952_,101.33
_06592_,101.32
core.data_in_reg\[466\],101.32
_12323_,101.26
_08031_,101.24
_15759_,101.21
_07721_,101.2
net2536,101.08
_17361_,101.04
_12498_,101
_18657_,100.955
_08643_,100.88
_16860_,100.82
net2381,100.82
_09823_,100.81
_14122_,100.8
_11647_,100.78
_05457_,100.69
_03839_,100.66
_06042_,100.62
core.key\[85\],100.605
_07389_,100.58
_19159_,100.58
_05871_,100.54
core.data_in_reg\[145\],100.54
net3209,100.54
net2482,100.52
clknet_leaf_229_clk,100.495
_19505_,100.46
_05346_,100.43
_11925_,100.42
_13055_,100.415
net3279,100.39
_18935_,100.38
_18068_,100.35
_12888_,100.32
_07174_,100.21
_11957_,100.205
_12897_,100.18
_13049_,100.18
_13404_,100.16
core.qr0.y0\[8\],100.14
_07128_,100.12
_17277_,100.035
_18393_,100
_06015_,99.995
_08041_,99.86
_14951_,99.82
_14512_,99.78
_11930_,99.7
core.key\[198\],99.7
_17113_,99.68
clknet_leaf_520_clk,99.67
net2847,99.66
_04763_,99.64
_19619_,99.64
core.data_in_reg\[293\],99.64
_18658_,99.635
core.data_out\[244\],99.58
_18975_,99.57
core.data_out\[227\],99.56
core.key2_reg\[14\],99.54
net2546,99.54
net2761,99.5
_13440_,99.48
_15683_,99.44
data_out7_reg\[24\],99.34
_19260_,99.3
core.data_in_reg\[325\],99.28
core.key\[21\],99.26
core.key\[84\],99.26
data_out7_reg\[2\],99.225
core.data_out\[483\],99.22
_11882_,99.16
_04944_,99.1
_18715_,99.1
_04599_,99.06
core.data_in_reg\[311\],99.06
core.data_in_reg\[184\],99.04
core.data_out\[169\],98.9
_18116_,98.875
data_out6_reg\[8\],98.865
_10808_,98.8
_05601_,98.77
_13549_,98.74
_09020_,98.72
_14192_,98.7
_15569_,98.62
_11453_,98.57
_05372_,98.54
_18156_,98.525
net4435,98.51
_05862_,98.46
_10543_,98.46
_11585_,98.44
clknet_leaf_348_clk,98.4
_15197_,98.36
_05161_,98.28
_18936_,98.26
core.data_in_reg\[493\],98.24
net3149,98.22
clknet_leaf_285_clk,98.18
_06309_,98.12
net2564,98
_05089_,97.94
_17146_,97.94
_18541_,97.82
clknet_leaf_693_clk,97.8
_10809_,97.72
_16749_,97.71
_04576_,97.68
_17135_,97.62
_15493_,97.6
_17507_,97.6
_19453_,97.54
_07218_,97.52
_16367_,97.46
_16932_,97.45
_11685_,97.42
clknet_leaf_767_clk,97.36
core.state4_reg\[22\],97.26
_06613_,97.24
data_out3_reg\[6\],97.24
_08165_,97.2
_11793_,97.2
_18361_,97.18
_17122_,97.11
_05487_,97.1
clknet_leaf_454_clk,97.06
_17714_,97.04
_04716_,96.97
net2483,96.96
_12708_,96.94
core.data_in_reg\[222\],96.92
_16097_,96.9
_11061_,96.89
_13694_,96.88
_13229_,96.86
_17911_,96.83
_16342_,96.8
core.data_out\[509\],96.8
core.qr3.y0\[29\],96.76
core.state12_reg\[27\],96.62
_06760_,96.58
_12935_,96.58
_17573_,96.54
_11890_,96.42
clknet_leaf_796_clk,96.42
_18520_,96.4
clknet_leaf_733_clk,96.38
net3232,96.36
_18272_,96.3
core.qr2.y0\[0\],96.28
clknet_leaf_438_clk,96.26
_15202_,96.24
_07980_,96.22
_11506_,96.2
clknet_leaf_162_clk,96.18
_04259_,96.12
_05762_,96.085
clknet_leaf_635_clk,96.08
_13485_,96.04
core.key2_reg\[28\],96.04
net3598,96.02
core.qr0.y0\[6\],96
net3176,95.98
_15492_,95.94
_16101_,95.94
_04571_,95.9
core.block1_ctr_reg\[11\],95.84
_11797_,95.83
data_out6_reg\[23\],95.745
_11718_,95.74
core.state4_reg\[6\],95.74
_06979_,95.68
net2979,95.68
_19560_,95.64
_07191_,95.63
_04085_,95.5
_11998_,95.46
clknet_leaf_117_clk,95.42
_11826_,95.39
_18155_,95.38
_05900_,95.32
_13478_,95.32
_09714_,95.28
_12767_,95.26
_19840_,95.24
clknet_leaf_664_clk,95.22
core.data_in\[383\],95.2
_18166_,95.16
_13691_,95.12
net2445,95.12
_18449_,95.08
core.data_in_reg\[9\],95.08
_19412_,95.04
clknet_leaf_52_clk,94.98
data_out10_reg\[29\],94.96
_12637_,94.84
_13413_,94.82
_18730_,94.8
clknet_leaf_274_clk,94.76
_07898_,94.745
core.key\[232\],94.72
net4742,94.72
_06345_,94.7
_06609_,94.6
_17536_,94.515
_05430_,94.5
_18153_,94.48
_10837_,94.47
core.data_in_reg\[229\],94.46
_13232_,94.41
_14014_,94.38
clknet_leaf_631_clk,94.38
_19163_,94.32
_08352_,94.3
_17934_,94.3
_13905_,94.26
_19168_,94.26
_13397_,94.24
_17694_,94.24
_04441_,94.22
core.data_in_reg\[281\],94.22
_13622_,94.2
clknet_leaf_101_clk,94.195
data_out7_reg\[22\],94.18
clknet_leaf_628_clk,94.18
_17584_,94.16
_12112_,94.15
_15171_,94.15
_04231_,94.14
_18213_,94.085
_16209_,94.08
_12334_,94.06
_16189_,94.06
clknet_leaf_77_clk,93.98
clknet_leaf_267_clk,93.98
clknet_leaf_517_clk,93.98
_11738_,93.96
_17665_,93.92
clknet_leaf_152_clk,93.91
core.key\[80\],93.895
_17574_,93.865
core.key\[163\],93.805
clknet_leaf_607_clk,93.74
_13625_,93.735
_12380_,93.64
_13820_,93.64
_06898_,93.58
clknet_leaf_446_clk,93.56
core.data_in_reg\[45\],93.54
data_out6_reg\[10\],93.485
clknet_leaf_292_clk,93.46
net2136,93.46
_10745_,93.4
_13890_,93.38
_07605_,93.37
net2689,93.315
_06354_,93.3
core.data_out\[252\],93.3
clknet_leaf_331_clk,93.2
_17543_,93.12
clknet_leaf_577_clk,93.12
_05576_,93.1
core.data_in_reg\[2\],93.08
_04431_,93.02
net4695,93.02
clknet_leaf_156_clk,93
clknet_leaf_330_clk,92.975
_05591_,92.96
_05876_,92.96
core.block1_ctr_reg\[6\],92.92
_18341_,92.9
_06366_,92.895
_11903_,92.88
_12847_,92.88
_14648_,92.86
_04042_,92.84
clknet_leaf_536_clk,92.84
_05232_,92.8
data_out9_reg\[29\],92.8
_06233_,92.78
_10021_,92.78
_18504_,92.78
_17232_,92.76
clknet_leaf_333_clk,92.74
core.state7_reg\[20\],92.72
_12623_,92.7
net256,92.68
_13396_,92.64
_11007_,92.62
_04269_,92.6
clknet_leaf_187_clk,92.6
_19839_,92.58
_13292_,92.51
_05002_,92.5
clknet_leaf_269_clk,92.5
_15951_,92.42
_05395_,92.41
_11992_,92.36
data_out9_reg\[28\],92.36
clknet_leaf_14_clk,92.34
_06277_,92.28
_11169_,92.28
_05180_,92.26
_04993_,92.18
net2349,92.18
_04512_,92.14
_17171_,92.14
_08204_,92.1
_13450_,92.1
clknet_leaf_212_clk,92.08
_16669_,91.96
core.data_in_reg\[388\],91.88
_10424_,91.86
_07722_,91.855
_19775_,91.8
_13932_,91.78
_13826_,91.77
core.key\[82\],91.765
_17289_,91.72
clknet_leaf_678_clk,91.7
clknet_leaf_276_clk,91.68
_12547_,91.66
clknet_leaf_455_clk,91.66
_09765_,91.64
_08956_,91.56
_18488_,91.54
_10513_,91.5
_18956_,91.5
core.key3_reg\[6\],91.5
clknet_leaf_786_clk,91.48
clknet_leaf_719_clk,91.44
_17448_,91.435
_18204_,91.4
_13459_,91.36
_05597_,91.34
_14984_,91.32
_06789_,91.25
_13462_,91.24
_18754_,91.22
_18439_,91.2
_04080_,91.14
_05955_,91.12
_17532_,91.12
_17075_,91.11
_18585_,91.08
net495,91.08
_18290_,91.06
_03821_,91.05
core.key7_reg\[7\],91.02
data_out9_reg\[30\],91
clknet_leaf_308_clk,91
_13146_,90.995
_15399_,90.94
_13686_,90.9
_06528_,90.86
_17334_,90.86
_08864_,90.84
_17515_,90.84
core.key\[186\],90.8
_08225_,90.78
core.key\[228\],90.7
_15935_,90.56
_16273_,90.5
_12274_,90.46
core.state6_reg\[2\],90.44
_17270_,90.42
net2093,90.4
_19508_,90.37
_08878_,90.36
_11675_,90.34
clknet_leaf_39_clk,90.32
clknet_leaf_103_clk,90.28
_16090_,90.24
clknet_leaf_523_clk,90.24
_17185_,90.18
_18184_,90.18
net4832,90.16
_18980_,90.14
_04254_,90.1
_18641_,90.1
_19551_,89.94
core.data_in_reg\[260\],89.88
_11885_,89.86
_18376_,89.86
_08529_,89.84
_19938_,89.84
_12347_,89.8
_12891_,89.78
_13223_,89.71
_05496_,89.7
_11074_,89.62
_16608_,89.62
data_out7_reg\[28\],89.6
_12543_,89.585
_10954_,89.58
_03885_,89.54
clknet_leaf_395_clk,89.54
_12472_,89.52
clknet_leaf_556_clk,89.47
clknet_leaf_33_clk,89.46
clknet_leaf_258_clk,89.46
_17570_,89.44
clknet_leaf_595_clk,89.44
_07638_,89.36
_04168_,89.34
_18164_,89.305
_18760_,89.28
core.data_in_reg\[294\],89.28
_19154_,89.26
core.state12_reg\[26\],89.26
core.key\[153\],89.24
_17339_,89.2
_15757_,89.18
_13762_,89.12
_14379_,89.1
_06552_,89.08
_13251_,89.08
_12894_,89.06
clknet_leaf_354_clk,89.06
_19470_,89.04
clknet_leaf_111_clk,89.04
_11639_,89.02
_03936_,89
_18755_,89
core.x8_reg\[4\],88.99
